1436LO,MAPA lourd,"470,90 €",MISCO  - RENOUVELLEMENT LICENCES LOGICI,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"891,65 €",MISCO - ACQUISITION 2 LICENCES - OFFCIE,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
166027,Pas de procédure,"2 352,00 €",Acquisition log. géolocalisation PM-,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,DESMAREZ,ADMINISTRATION GENERALE ET CITOYENNETE
,Pas de procédure,"7 060,80 €",EXTENSION APLLICATION CALYPSO,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,BULL,NUMERIQUE
,Pas de procédure,"6 058,20 €",ACQUISITION LOGICIEL AUTODESK AUTOCAD -,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,MAN AND MACHINE VISIOGRAPH,NUMERIQUE
,Pas de procédure,"13 200,00 €",ACQUISITION LOGICIEL BGM  POUR LA BIBLI,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,GMINVENT,NUMERIQUE
,Pas de procédure,"4 200,00 €",ACQUISITION LOGICIEL BGM  POUR LA BIBLI,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,GMINVENT,NUMERIQUE
1443LE,MAPA léger,"930,00 €",ACQUISTION LOGICIEL GRC ET PORTAIL INTE,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,SERVICE DEVELOPPEMENT DES SYSTEMES D'INFORMATION
01-PN,Pas de procédure,"930,00 €",SELON MARCHE N° 2015-01-PN,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
01-PN,Pas de procédure,"1 116,00 €",SELON MARCHE N° 2015-01-PN,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
,Pas de procédure,"3 204,00 €",REQUIEM - LOGICIEL DE GESTION DES CIMET,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
01-PN,Pas de procédure,"2 340,00 €",SELON MARCHE N° 2015-01-PN,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
,Pas de procédure,"1 860,00 €",REQUIEM - LOGICIEL DE GESTION DES CIMET,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
,Pas de procédure,"930,00 €",REQUIEM - LOGICIEL DE GESTION DES CIMET,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,ARPEGE,NUMERIQUE
,Pas de procédure,"8 400,00 €",SOFTWARE LICENCE ENTREPRISE R11-1 / AUT,"Achat et mise à jour de licences de logiciel métier (Aductis, Arpége, …)",Fournitures,TELIMA INFOSERVICES,NUMERIQUE
1436LO,MAPA lourd,"6 541,20 €",MISCO LOGICIEL OFFICE STANDARD EDUCTION,"Achat et mise à jour de logiciels grand public (pack office, Autocad, Adobe …)",Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
316004,Pas de procédure,"10 428,60 €",Travaux installlation borne/HDV,"Achat et pose de portails, bornes d’accès, barrières",Service,BORNES ACCESS SARL,PATRIMOINE BATI
1310LO,MAPA lourd,"41 182,74 €",Installation et remise en état des SSI ,"Achat, pose, location et maintenance de l’équipement de protection contre l’incendie 
Alarme incendie, 
Désenfumage,
(extincteurs, plan d’évacuation, …)
",Service,SAGEX,PATRIMOINE BATI
,Pas de procédure,"1 470,00 €",Mission de coordination SSI /E Centre E,"Achat, pose, location et maintenance de l’équipement de protection contre l’incendie 
Alarme incendie, 
Désenfumage,
(extincteurs, plan d’évacuation, …)
",Service,AVRSI,PATRIMOINE BATI
1436LO,MAPA lourd,"2 217,28 €", UCs + ECRANS + IMPRIMANTE ADMI GENRAL,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"699,49 €",COMMANDE UC - CMS,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"2 098,48 €",COMMANDE UCs - INFO COM,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"699,49 €",COMMANDE  - RELATION PUBLIQUE,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"4 196,95 €",COMMANDE UCs - CTM,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"699,49 €",COMMANDE UCs - ELUS,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"2 098,48 €",COMMANDE UCs - PM,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"1 398,98 €",COMMANDE UCs - AUDITO,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"114,00 €",ECRAN - RELAIS JP,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"228,00 €",ECRANS - RELAIS LALLIER,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"228,00 €",ECRANS - RELAIS VALLEE AUX RENARDS,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"166,59 €",DISQUE DU PC - DG ,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"496,89 €",8 MEMOIRES INTEGRAL DDR2 ET DDR3,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"1 050,34 €",8 MEMOIRES INTEGRAL DDR2 ET DDR3,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"68,21 €",MISCO - INJECTEUR POUR BORNE WIFI ,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"3 089,29 €",COMMANDE ONDULEUR DSI,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"9 998,12 €",COMMANDE ONDULEUR DSI,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"553,64 €", BARETTE DE MEMOIRE DDR3,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"786,68 €",COMMANDE ONDULEUR DSI,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"466,80 €",MISCO  - IMPRIMANTE CAB ET SCE INFORM,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"188,75 €",MISCO  - IMPRIMANTE CAB ET SCE INFORM,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"1 104,00 €",MISCO  - ECRANS PC - CMS,Autres équipements informatiques,Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
,Pas de procédure,"198,84 €",ACQUI. PRISE CPL ET ROUT PRIM. BLONDEAUX,Autres équipements informatiques,Fournitures,CA TECH,NUMERIQUE
1536AO,Appel d'offre,"7 617,67 €",EQUIPEMENTS SECURITE FORCINET,Autres équipements informatiques,Fournitures,ORANGE CONNECTIVITY AND WORKSPACE SCES - OBIANE,NUMERIQUE
1536AO,Appel d'offre,"31 316,66 €",ORANGE - COEUR DE RESEAUX - MARCHE SIPP,Autres équipements informatiques,Fournitures,ORANGE CONNECTIVITY AND WORKSPACE SCES - OBIANE,NUMERIQUE
,Pas de procédure,"2 359,20 €",MEMOIRES POUR SERVEUR AIX,Autres équipements informatiques,Fournitures,BULL,NUMERIQUE
,Pas de procédure,"311,88 €",Casque sans fil Jabra PRO 920 MONO,Autres équipements informatiques,Fournitures,TELIMA INFOSERVICES,RESSOURCES HUMAINES
,Pas de procédure,"744,12 €",Enceinte amplifiée sur batterie,Autres équipements informatiques,Fournitures,AUDIOLIVE,SERV.RAT.AU CABINET DU MAIRE
1536AO,Appel d'offre,"7 650,00 €",EQUIPEMENTS SECURITE FORCINET,Autres équipements informatiques,Fournitures,ORANGE CONNECTIVITY AND WORKSPACE SCES - OBIANE,NUMERIQUE
1536AO,Appel d'offre,"7 650,00 €",EQUIPEMENTS SECURITE FORCINET,Autres équipements informatiques,Fournitures,ORANGE CONNECTIVITY AND WORKSPACE SCES - OBIANE,NUMERIQUE
1536AO,Appel d'offre,"2 118,73 €",EQUIPEMENTS SECURITE FORCINET,Autres équipements informatiques,Fournitures,ORANGE CONNECTIVITY AND WORKSPACE SCES - OBIANE,NUMERIQUE
1506LO,MAPA lourd,"22 490,00 €",Appel de fonds Etudes urbaines paysagere,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
1507LO,MAPA lourd,"11 880,00 €",Etude Program. commerciale 2016 App.Fond,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
1507LO,MAPA lourd,"8 768,00 €",Etude Déplacement stationn. 2016 App.Fon,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
1507LO,MAPA lourd,"10 800,00 €",Appel de fonds  Program. équip.culturel,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
15283D,Pas de procédure,"17 760,00 €","Etude faisabilité, program.revital.Locar","Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
1424LE,MAPA léger,"6 960,00 €",Etude pr la révision générale du P L U,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,ESPACE VILLE,URBANISME ET HABITAT
16042,Pas de procédure,"15 480,00 €",Etude renouvellement plaques rues/Villle,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,ATEVE INGENIERIE,ESPACE PUBLIC
161948,Pas de procédure,"2 520,00 €",Exposition d'un projet urbain,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,URBAN RHAPSODY,URBANISME ET HABITAT
1505LO,MAPA lourd,"28 920,00 €",Suivi des études urbaine et montage opé,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
1505LO,MAPA lourd,"25 110,00 €",Suivi des études urbaine et montage opé,"Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,SEM 92,URBANISME ET HABITAT
,Pas de procédure,"1 680,00 €","Analyse structurelle,avis technique/VAR ","Autres études et assistances (BusinessPhil, Architecte urbaniste, …)",Service,ETECH,PATRIMOINE BATI
,Pas de procédure,"2 598,00 €",Fourniture et pose panneau /Ecole VAR M,"Autres fournitures administratives (pavoisements, tous drapeaux, médailles, tableau liège, tableau blanc « véléda »…)",Fournitures,SIOX CONSULTING SIGNALURBAIN,PATRIMOINE BATI
1310LO,MAPA lourd,"608,83 €",ACQUISITION MATERIEL INCENDIE BAT. COMMU,Autres fournitures de sécurité des bâtiments ,Fournitures,SAGEX,PATRIMOINE BATI
1310LO,MAPA lourd,"515,14 €",ACQUISITION MATERIEL INCENDIE BAT. COMMU,Autres fournitures de sécurité des bâtiments ,Fournitures,SAGEX,PATRIMOINE BATI
1310LO,MAPA lourd,"192,54 €",ACQUISITION MATERIEL INCENDIE BAT. COMMU,Autres fournitures de sécurité des bâtiments ,Fournitures,SAGEX,PATRIMOINE BATI
1310LO,MAPA lourd,"333,25 €",ACQEXTINCTEURS/TENNIS COUVERT,Autres fournitures de sécurité des bâtiments ,Fournitures,SAGEX,PATRIMOINE BATI
1310LO,MAPA lourd,"193,39 €",ACQEXTINCTEURS/TENNIS COUVERT,Autres fournitures de sécurité des bâtiments ,Fournitures,SAGEX,PATRIMOINE BATI
1432AO,Appel d'offre,"27 389,26 €",Travaux réfection toiture/Gymnase JP,Autres matériaux et matériels,Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"156 199,43 €",Travaux réfection toiture/Gymnase JP,Autres matériaux et matériels,Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1622LO,MAPA lourd,"45 587,88 €",Travaux création ascenseur/Ecole Centre,Autres matériaux et matériels,Fournitures,ALMA,PATRIMOINE BATI
1622LO,MAPA lourd,"9 416,76 €",Travaux création ascenseur/Ecole Centre,Autres matériaux et matériels,Fournitures,ALMA,PATRIMOINE BATI
1622LO,MAPA lourd,"27 440,55 €",Travaux création ascenseur/Ecole Centre,Autres matériaux et matériels,Fournitures,ALMA,PATRIMOINE BATI
1622LO,MAPA lourd,"3 048,95 €",Travaux création ascenseur/Ecole Centre,Autres matériaux et matériels,Fournitures,ALMA,PATRIMOINE BATI
1622LO,MAPA lourd,"74 241,36 €",Travaux création ascenseur/Ecole Centre,Autres matériaux et matériels,Fournitures,ALMA,PATRIMOINE BATI
,Pas de procédure,"648,00 €",STORE AFFAIRES SCOLAIRES,Autres mobiliers (écritoires...),Fournitures,SODICLAIR,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"1 182,00 €",RIDEAUX ELEMENTAIRE CENTRE,Autres mobiliers (écritoires...),Fournitures,SODICLAIR,AFFAIRES SCOLAIRES ET PERISCOLAIRES
160698,Pas de procédure,"13 443,92 €",RIDEAUX MATERNELLE GARENNES,Autres mobiliers (écritoires...),Fournitures,SODICLAIR,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"1 395,60 €",RIEDEAUX MATER JP,Autres mobiliers (écritoires...),Fournitures,SODICLAIR,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"1 054,92 €",ACQUISITION D UN COFFRE-FORT AU SERVICE,Autres mobiliers (écritoires...),Fournitures,WELCOME OFFICE,ADMINISTRATION GENERALE ET CITOYENNETE
,Pas de procédure,"4 716,00 €",Acquisition abris à vélo et scooter/CTM,Autres mobiliers (écritoires...),Fournitures,DIRECT COLLECTIVITES,PATRIMOINE BATI
,Pas de procédure,"788,06 €",Installation digicode ascenseur HDV,Autres services de sécurité des bâtiments ,Service,KONE,PATRIMOINE BATI
1432AO,Appel d'offre,"3 183,24 €",Trvx remplt extracteur air/Garennes,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1404AO,Appel d'offre,"477,96 €",Acq 10 radiateurs stocks CTM divers site,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,SONEPAR ILE-DE-FRANCE - FRANCO BELGE ELECTRICITE,PATRIMOINE BATI
1432AO,Appel d'offre,"5 180,82 €",Trvx pose rideaux d'air chaud/Garennes,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,ETEM,PATRIMOINE BATI
1432AO,Appel d'offre,"10 361,63 €",Travaux pose rideaux d'air chaud/Lallier,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,ETEM,PATRIMOINE BATI
1404AO,Appel d'offre,"1 182,98 €",Acqe protec radiateur dojo/E. Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,TRENOIS SETIN,PATRIMOINE BATI
1432AO,Appel d'offre,"1 618,40 €",Rempt ballon de 2000 L/Cuisine Centrale,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"4 455,89 €",Remplacement chaudière/Logt fonct MDB,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"7 470,94 €",Remplacement chaudière 6 rue G.Péri,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"4 156,70 €",Trvx remplacement des bac labo/E.Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 977,93 €",Trvx création réseaux EF EU/E. Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"1 801,26 €",Pose robinets sur radiateurs/Lallier 2,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"3 421,28 €",Remplt radiateur classe 13-14/JP Mater,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 020,62 €",Remplacement sèche serviette/Garennes,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 050,20 €",Trvx remplt radiateur côté biblio/Garenn,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"3 961,54 €",Trvx suppression 6 arrivées gaz/Cuisine ,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 142,84 €",Remplacement chauffe eau lgt fonction JP,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 397,48 €",Création arrivée EF Chaufferie/E.Lalier ,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"3 123,41 €",Trvx remplacement de radiateur/E.Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"34 995,79 €",Travaux installation clim/Bureaux CTM,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"3 333,00 €",Travaux création VMC WC/Ecole Blondeaux,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1404AO,Appel d'offre,"191,12 €",Ballon/CMS,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,AU FORUM DU BATIMENT,PATRIMOINE BATI
1432AO,Appel d'offre,"1 691,60 €",Changement ballon 200L/HDV,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"2 620,19 €",Travx raccordement chauffage/HDV ,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"40 604,50 €",Trvx remplacement de radiateur/E.Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
1432AO,Appel d'offre,"18 740,56 €",Trvx remplacement de radiateur/E.Centre,"Chauffage, climatisation et ventilation (radiateur, ballon eau chaude, climatiseur, …)",Fournitures,UNION TECHNIQUE DU BATIMENT (UTB),PATRIMOINE BATI
,Pas de procédure,"1 080,00 €",Mission contrôle travaux /Ecole VAR Mat,Contrôle Technique (CT),Service,SOCOTEC,PATRIMOINE BATI
,Pas de procédure,"1 200,00 €",Mission contrôle couverture/Gym JP,Contrôle Technique (CT),Service,SOCOTEC,PATRIMOINE BATI
,Pas de procédure,"1 380,00 €",Mission de contrôle créa asc/E.Centre,Contrôle Technique (CT),Service,SOCOTEC,PATRIMOINE BATI
CA071,Pas de procédure,"4 608,00 €",Maîtrise oeuvre Réfection toiture/Gym JP,Contrôle Technique (CT),Service,SOLIDE,PATRIMOINE BATI
,Pas de procédure,"900,00 €",Mission contrôle couverture/Gym JP,Contrôle Technique (CT),Service,SOCOTEC,PATRIMOINE BATI
F2545P,Pas de procédure,"17 248,09 €",Fourniture et pose corbeilles/E.Primaire,Corbeilles urbaines,Fournitures,ACTIVIA MOBILIER URBAIN,PATRIMOINE BATI
DF2546,Pas de procédure,"14 291,10 €",Fourniture et pose corbeilles/E.Maternel,Corbeilles urbaines,Fournitures,ACTIVIA MOBILIER URBAIN,PATRIMOINE BATI
,Pas de procédure,"2 915,10 €",SECHE LINGE JP MAT BAT 2,"Electroménager professionnel (lave-linge professionnel, sèche-linge professionnel, adoucisseur …)",Fournitures,SEBI,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"554,16 €",ACHAT CONGELATEUR OFFICE CENTRE MATER L,"Electroménager standard (réfrigérateur, micro-onde, plaque de cuisson, hotte, cafetière, … )",Fournitures,POLYFROID,PATRIMOINE BATI
,Pas de procédure,"44,90 €",PLAQUE INDUCTION JP B,"Electroménager standard (réfrigérateur, micro-onde, plaque de cuisson, hotte, cafetière, … )",Fournitures,DARTY FRESNES,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"317,20 €",REFRIGERATEUR CUISINE CENTRALE,"Electroménager standard (réfrigérateur, micro-onde, plaque de cuisson, hotte, cafetière, … )",Fournitures,MANUTAN COLLECTIVITES,AFFAIRES SCOLAIRES ET PERISCOLAIRES
1436LO,MAPA lourd,"1 488,34 €",COMMANDE VIDEOPROJECTEURS (CTM+,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
1436LO,MAPA lourd,"478,45 €",VIDEOPROJECTEUR SMJ,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,HCS MISCO INMAC WSTORE,NUMERIQUE
,Pas de procédure,"284,21 €",Commande lecteur CD MP3 pour salle des ,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,LA BS COM,SERVICE ACHATS MARCHES PUBLICS
,Pas de procédure,"42,41 €",ECRAN RETRO-POSTE CD BLONDEAUX ELEM,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,CIPA,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"315,98 €",ECRAN RETRO-POSTE CD BLONDEAUX ELEM,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,CIPA,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"179,81 €",ECRAN RETRO-POSTE CD BLONDEAUX ELEM,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,CIPA,AFFAIRES SCOLAIRES ET PERISCOLAIRES
,Pas de procédure,"99,00 €",POSTE CD MATER BLONDEAUX,"Equipement audiovisuel (TV, Appareil photo, vidéoprojecteur, caméscope, lecteur CD, …)",Fournitures,CIPA,AFFAIRES SCOLAIRES ET PERISCOLAIRES
